day,dayOfWeek,postLength,mediaType,postingTime,impressions
7,Saturday,1000,poll,afternoon,2221
8,Sunday,1000,poll,afternoon,19999
9,Monday,1000,poll,afternoon,11566
10,Tuesday,1000,poll,afternoon,29908
11,Wednesday,1000,poll,afternoon,25272
12,Thursday,1000,poll,afternoon,9991
13,Friday,1000,poll,afternoon,10467
14,Saturday,1000,poll,afternoon,8380
15,Sunday,1000,poll,afternoon,17305
16,Monday,1000,poll,afternoon,22078
17,Tuesday,1000,poll,afternoon,63527
18,Wednesday,1000,poll,afternoon,41592
19,Thursday,1000,poll,afternoon,32630
20,Friday,1000,poll,afternoon,12427
21,Saturday,1000,poll,afternoon,30677
22,Sunday,1000,poll,afternoon,2797
23,Monday,1000,poll,afternoon,49557
24,Tuesday,1000,poll,afternoon,5466
25,Wednesday,1000,poll,afternoon,3551
26,Thursday,1000,poll,afternoon,36525
27,Friday,1000,poll,afternoon,18414
28,Saturday,1000,poll,afternoon,4235
29,Sunday,1000,poll,afternoon,21857
30,Monday,1000,poll,afternoon,4273
1,Sunday,750,image,evening,12028
2,Monday,750,image,evening,64273
3,Tuesday,750,image,evening,55237
4,Wednesday,750,image,evening,2817
5,Thursday,750,image,evening,35023
6,Friday,750,image,evening,6016
7,Saturday,750,image,evening,35136
8,Sunday,750,image,evening,15525
9,Monday,750,image,evening,8100
10,Tuesday,750,image,evening,74497
11,Wednesday,750,image,evening,50476
12,Thursday,750,image,evening,2781
13,Friday,750,image,evening,30802
14,Saturday,750,image,evening,11736
15,Sunday,750,image,evening,45126
16,Monday,750,image,evening,94549
17,Tuesday,750,image,evening,164961
18,Wednesday,750,image,evening,15583
19,Thursday,750,image,evening,477
20,Friday,750,image,evening,45990
21,Saturday,750,image,evening,1791
22,Sunday,750,image,evening,55732
23,Monday,750,image,evening,5053
24,Tuesday,750,image,evening,112050
25,Wednesday,750,image,evening,53491
26,Thursday,750,image,evening,118980
27,Friday,750,image,evening,21964
28,Saturday,750,image,evening,108823
29,Sunday,750,image,evening,39559
30,Monday,750,image,evening,3127
1,Sunday,750,image,evening,17932
2,Monday,750,image,evening,7186
3,Tuesday,750,image,evening,208143
4,Wednesday,750,image,evening,10750
5,Thursday,750,image,evening,71361
6,Friday,750,image,evening,45769
7,Saturday,750,image,evening,8437
8,Sunday,750,image,evening,17442
9,Monday,750,image,evening,28678
10,Tuesday,750,image,evening,36720
11,Wednesday,750,image,evening,56871
12,Thursday,750,image,evening,8590
13,Friday,750,image,evening,102294
14,Saturday,750,image,evening,1795
15,Sunday,750,image,evening,181147
16,Monday,750,image,evening,1818
17,Tuesday,750,image,evening,43947
18,Wednesday,750,image,evening,29601
19,Thursday,750,image,evening,72355
20,Friday,750,image,evening,61596
21,Saturday,750,image,evening,50197
22,Sunday,750,image,evening,41058
23,Monday,750,image,evening,59697
24,Tuesday,750,image,evening,137497
25,Wednesday,750,image,evening,21528
26,Thursday,750,image,evening,162346
27,Friday,750,image,evening,8793
28,Saturday,750,image,evening,6750
29,Sunday,750,image,evening,33358
30,Monday,750,image,evening,67977
1,Sunday,750,image,evening,60610
2,Monday,750,image,evening,15408
3,Tuesday,750,image,evening,156550
4,Wednesday,750,image,evening,42223
5,Thursday,750,image,evening,23206
6,Friday,750,image,evening,14958
7,Saturday,750,image,evening,7452
8,Sunday,750,image,evening,56358
9,Monday,750,image,evening,28908
10,Tuesday,750,image,evening,47943
11,Wednesday,750,image,evening,68539
12,Thursday,750,image,evening,20461
13,Friday,750,image,evening,891
14,Saturday,750,image,evening,195925
15,Sunday,750,image,evening,33345
16,Monday,750,image,evening,56934
17,Tuesday,750,image,evening,10224
18,Wednesday,750,image,evening,4693
19,Thursday,750,image,evening,32683
20,Friday,750,image,evening,4905
21,Saturday,750,image,evening,26397
22,Sunday,750,image,evening,45580
23,Monday,750,image,evening,129415
24,Tuesday,750,image,evening,1867
25,Wednesday,750,image,evening,106942
26,Thursday,750,image,evening,31203
27,Friday,750,image,evening,6511
28,Saturday,750,image,evening,59800
29,Sunday,750,image,evening,19660
30,Monday,750,image,evening,33295
1,Sunday,750,image,evening,23818
2,Monday,750,image,evening,26784
3,Tuesday,750,image,evening,117
4,Wednesday,750,image,evening,6466
5,Thursday,750,image,evening,17302
6,Friday,750,image,evening,26955
7,Saturday,750,image,evening,21330
8,Sunday,750,image,evening,12937
9,Monday,750,image,evening,14616
10,Tuesday,750,image,evening,63616
11,Wednesday,750,image,evening,145989
12,Thursday,750,image,evening,2182
13,Friday,750,image,evening,9193
14,Saturday,750,image,evening,2047
15,Sunday,750,image,evening,10872
16,Monday,750,image,evening,17370
17,Tuesday,750,image,evening,8037
18,Wednesday,750,image,evening,164848
19,Thursday,750,image,evening,17577
20,Friday,750,image,evening,38200
21,Saturday,750,image,evening,30325
22,Sunday,750,image,evening,57388
23,Monday,750,image,evening,119776
24,Tuesday,750,image,evening,10899
25,Wednesday,750,image,evening,62505
26,Thursday,750,image,evening,90877
27,Friday,750,image,evening,113440
28,Saturday,750,image,evening,45729
29,Sunday,750,image,evening,115596
30,Monday,750,image,evening,21172
1,Sunday,750,image,evening,37282
2,Monday,750,image,evening,84465
3,Tuesday,750,image,evening,60250
4,Wednesday,750,image,evening,26428
5,Thursday,750,image,evening,62995
6,Friday,750,image,evening,36234
7,Saturday,750,image,evening,41368
8,Sunday,750,image,evening,74326
9,Monday,750,image,evening,201924
10,Tuesday,750,image,evening,18918
11,Wednesday,750,image,evening,51403
12,Thursday,750,image,evening,74988
13,Friday,750,image,evening,11052
14,Saturday,750,image,evening,23814
15,Sunday,750,image,evening,42547
16,Monday,750,image,evening,31360
17,Tuesday,750,image,evening,3447
18,Wednesday,750,image,evening,71649
19,Thursday,750,image,evening,16749
20,Friday,750,image,evening,21415
21,Saturday,750,image,evening,38628
22,Sunday,750,image,evening,32121
23,Monday,750,image,evening,11286
24,Tuesday,750,image,evening,103063
25,Wednesday,750,image,evening,123021
26,Thursday,750,image,evening,32494
27,Friday,750,image,evening,10674
28,Saturday,750,image,evening,58225
29,Sunday,750,image,evening,28431
30,Monday,750,image,evening,35685
1,Sunday,750,image,evening,10566
2,Monday,750,image,evening,5301
3,Tuesday,750,image,evening,166779
4,Wednesday,750,image,evening,51340
5,Thursday,750,image,evening,35631
6,Friday,750,image,evening,23719
7,Saturday,750,image,evening,71644
8,Sunday,750,image,evening,25911
9,Monday,750,image,evening,57015
10,Tuesday,750,image,evening,101862
11,Wednesday,750,image,evening,102357
12,Thursday,750,image,evening,52056
13,Friday,750,image,evening,58900
14,Saturday,750,image,evening,10624
15,Sunday,750,image,evening,49
16,Monday,750,image,evening,29965
17,Tuesday,750,image,evening,56299
18,Wednesday,750,image,evening,6750
19,Thursday,750,image,evening,13261
20,Friday,750,image,evening,43749
21,Saturday,750,image,evening,68341
22,Sunday,750,image,evening,3694
23,Monday,750,image,evening,10233
24,Tuesday,750,image,evening,19575
25,Wednesday,750,image,evening,21888
26,Thursday,750,image,evening,57267
27,Friday,750,image,evening,70425
28,Saturday,750,image,evening,5656
29,Sunday,750,image,evening,25222
30,Monday,750,image,evening,40972
1,Sunday,750,image,evening,7339
2,Monday,750,image,evening,19863
3,Tuesday,750,image,evening,44685
4,Wednesday,750,image,evening,69241
5,Thursday,750,image,evening,14638
6,Friday,750,image,evening,2074
7,Saturday,750,image,evening,115002
8,Sunday,750,image,evening,20218
9,Monday,750,image,evening,77850
10,Tuesday,750,image,evening,155191
11,Wednesday,750,image,evening,40288
12,Thursday,750,image,evening,11304
13,Friday,750,image,evening,38934
14,Saturday,750,image,evening,122638
15,Sunday,750,image,evening,39172
16,Monday,750,image,evening,33201
17,Tuesday,750,image,evening,50908
18,Wednesday,750,image,evening,38848
19,Thursday,750,image,evening,164326
20,Friday,750,image,evening,42385
21,Saturday,750,image,evening,4189
22,Sunday,750,image,evening,69655
23,Monday,750,image,evening,11376
24,Tuesday,750,image,evening,29182
25,Wednesday,750,image,evening,7254
26,Thursday,750,image,evening,98703
27,Friday,750,image,evening,37881
28,Saturday,750,image,evening,10449
29,Sunday,750,image,evening,30316
30,Monday,750,image,evening,22329
1,Sunday,750,image,evening,6237
2,Monday,750,image,evening,157716
3,Tuesday,750,image,evening,73719
4,Wednesday,750,image,evening,15061
5,Thursday,750,image,evening,36652
6,Friday,750,image,evening,38250
7,Saturday,750,image,evening,24214
8,Sunday,750,image,evening,28849
9,Monday,750,image,evening,56430
10,Tuesday,750,image,evening,48289
11,Wednesday,750,image,evening,95913
12,Thursday,750,image,evening,13324
13,Friday,750,image,evening,34290
14,Saturday,750,image,evening,153067
15,Sunday,750,image,evening,14935
16,Monday,750,image,evening,113481
17,Tuesday,750,image,evening,71770
18,Wednesday,750,image,evening,18841
19,Thursday,750,image,evening,2533
20,Friday,750,image,evening,53820
21,Saturday,750,image,evening,22117
22,Sunday,750,image,evening,72742
23,Monday,750,image,evening,62532
24,Tuesday,750,image,evening,9013
25,Wednesday,750,image,evening,36958
26,Thursday,750,image,evening,2488
27,Friday,750,image,evening,187366
28,Saturday,750,image,evening,2425
29,Sunday,750,image,evening,37926
30,Monday,750,image,evening,44338
1,Sunday,750,image,evening,105417
2,Monday,750,image,evening,13950
3,Tuesday,750,image,evening,13869
4,Wednesday,750,image,evening,113985
5,Thursday,750,image,evening,63283
6,Friday,750,image,evening,21955
7,Saturday,750,image,evening,4162
8,Sunday,750,image,evening,24885
9,Monday,750,image,evening,38151
10,Tuesday,750,image,evening,53149
11,Wednesday,750,image,evening,25456
12,Thursday,750,image,evening,28021
13,Friday,750,image,evening,8469
14,Saturday,750,image,evening,12933
15,Sunday,750,image,evening,8887
16,Monday,750,image,evening,56043
17,Tuesday,750,image,evening,10332
18,Wednesday,750,image,evening,75528
19,Thursday,750,image,evening,57033
20,Friday,750,image,evening,48721
21,Saturday,750,image,evening,146511
22,Sunday,750,image,evening,41193
23,Monday,750,image,evening,40788
24,Tuesday,750,image,evening,55435
25,Wednesday,750,image,evening,27810
26,Thursday,750,image,evening,17455
27,Friday,750,image,evening,79983
28,Saturday,750,image,evening,140157
29,Sunday,750,image,evening,116563
30,Monday,750,image,evening,123345
1,Sunday,750,image,evening,6484
2,Monday,750,image,evening,15156
3,Tuesday,750,image,evening,25069
4,Wednesday,750,image,evening,97690
5,Thursday,750,image,evening,180549
6,Friday,750,image,evening,10840
7,Saturday,750,image,evening,21946
8,Sunday,750,image,evening,16024
9,Monday,750,image,evening,62761
10,Tuesday,750,image,evening,95967
11,Wednesday,750,image,evening,1300
12,Thursday,750,image,evening,4077
13,Friday,750,image,evening,7353
14,Saturday,750,image,evening,46372
15,Sunday,750,image,evening,5103
16,Monday,750,image,evening,30289
17,Tuesday,750,image,evening,16645
18,Wednesday,750,image,evening,39712
19,Thursday,750,image,evening,22567
20,Friday,750,image,evening,62005
21,Saturday,750,image,evening,54697
22,Sunday,750,image,evening,90774
23,Monday,750,image,evening,23643
24,Tuesday,750,image,evening,39388
25,Wednesday,750,image,evening,80590
26,Thursday,750,image,evening,75181
27,Friday,750,image,evening,49
28,Saturday,750,image,evening,45855
29,Sunday,750,image,evening,20110
30,Monday,750,image,evening,46885
1,Sunday,1000,poll,afternoon,12234
2,Monday,1000,poll,afternoon,47914
3,Tuesday,1000,poll,afternoon,2359
4,Wednesday,1000,poll,afternoon,25308
5,Thursday,1000,poll,afternoon,17942
6,Friday,1000,poll,afternoon,7192
7,Saturday,1000,poll,afternoon,4026
8,Sunday,1000,poll,afternoon,53332
9,Monday,1000,poll,afternoon,22779
10,Tuesday,1000,poll,afternoon,18432
11,Wednesday,1000,poll,afternoon,10036
12,Thursday,1000,poll,afternoon,55137
13,Friday,1000,poll,afternoon,21344
14,Saturday,1000,poll,afternoon,7311
15,Sunday,1000,poll,afternoon,47255
16,Monday,1000,poll,afternoon,17649
17,Tuesday,1000,poll,afternoon,27808
18,Wednesday,1000,poll,afternoon,3151
19,Thursday,1000,poll,afternoon,12528
20,Friday,1000,poll,afternoon,17818
21,Saturday,1000,poll,afternoon,49905
22,Sunday,1000,poll,afternoon,18338
23,Monday,1000,poll,afternoon,20268
24,Tuesday,1000,poll,afternoon,38412
25,Wednesday,1000,poll,afternoon,22014
26,Thursday,1000,poll,afternoon,15651
27,Friday,1000,poll,afternoon,7725
28,Saturday,1000,poll,afternoon,8100
29,Sunday,1000,poll,afternoon,19900
30,Monday,1000,poll,afternoon,6102
1,Sunday,750,image,evening,73381
2,Monday,750,image,evening,25411
3,Tuesday,750,image,evening,3762
4,Wednesday,750,image,evening,41296
5,Thursday,750,image,evening,33984
6,Friday,750,image,evening,5382
7,Saturday,750,image,evening,6115
8,Sunday,750,image,evening,630
9,Monday,750,image,evening,3735
10,Tuesday,750,image,evening,50373
11,Wednesday,750,image,evening,28701
12,Thursday,750,image,evening,113566
13,Friday,750,image,evening,3739
14,Saturday,750,image,evening,2362
15,Sunday,750,image,evening,18108
16,Monday,750,image,evening,7357
17,Tuesday,750,image,evening,53064
18,Wednesday,750,image,evening,28674
19,Thursday,750,image,evening,11754
20,Friday,750,image,evening,28381
21,Saturday,750,image,evening,1525
22,Sunday,750,image,evening,28588
23,Monday,750,image,evening,9882
24,Tuesday,750,image,evening,11029
25,Wednesday,750,image,evening,140323
26,Thursday,750,image,evening,1566
27,Friday,750,image,evening,4216
28,Saturday,750,image,evening,225670
29,Sunday,750,image,evening,7078
30,Monday,750,image,evening,15466
1,Sunday,750,image,evening,4900
2,Monday,750,image,evening,10143
3,Tuesday,750,image,evening,78673
4,Wednesday,750,image,evening,21852
5,Thursday,750,image,evening,134743
6,Friday,750,image,evening,151519
7,Saturday,750,image,evening,79429
8,Sunday,750,image,evening,69858
9,Monday,750,image,evening,86616
10,Tuesday,750,image,evening,24295
11,Wednesday,750,image,evening,4257
12,Thursday,750,image,evening,279
13,Friday,750,image,evening,123417
14,Saturday,750,image,evening,21208
15,Sunday,750,image,evening,27670
16,Monday,750,image,evening,100723
17,Tuesday,750,image,evening,29137
18,Wednesday,750,image,evening,45189
19,Thursday,750,image,evening,8473
20,Friday,750,image,evening,200043
21,Saturday,750,image,evening,21546
22,Sunday,750,image,evening,47632
23,Monday,750,image,evening,72252
24,Tuesday,750,image,evening,50728
25,Wednesday,750,image,evening,13707
26,Thursday,750,image,evening,6012
27,Friday,750,image,evening,185211
28,Saturday,750,image,evening,21478
29,Sunday,750,image,evening,33826
30,Monday,750,image,evening,45445
1,Sunday,750,image,evening,10786
2,Monday,750,image,evening,39618
3,Tuesday,750,image,evening,61416
4,Wednesday,750,image,evening,121819
5,Thursday,750,image,evening,22779
6,Friday,750,image,evening,18850
7,Saturday,750,image,evening,30487
8,Sunday,750,image,evening,145116
9,Monday,750,image,evening,6066
10,Tuesday,750,image,evening,2457
11,Wednesday,750,image,evening,109908
12,Thursday,750,image,evening,1404
13,Friday,750,image,evening,63895
14,Saturday,750,image,evening,35149
15,Sunday,750,image,evening,16141
16,Monday,750,image,evening,4801
17,Tuesday,750,image,evening,32679
18,Wednesday,750,image,evening,17455
19,Thursday,750,image,evening,74947
20,Friday,750,image,evening,29146
21,Saturday,750,image,evening,56605
22,Sunday,750,image,evening,12969
23,Monday,750,image,evening,98608
24,Tuesday,750,image,evening,18580
25,Wednesday,750,image,evening,38974
26,Thursday,750,image,evening,12960
27,Friday,750,image,evening,819
28,Saturday,750,image,evening,35113
29,Sunday,750,image,evening,85662
30,Monday,750,image,evening,81
1,Sunday,750,image,evening,14328
2,Monday,750,image,evening,56128
3,Tuesday,750,image,evening,57771
4,Wednesday,750,image,evening,51466
5,Thursday,750,image,evening,11457
6,Friday,750,image,evening,26838
7,Saturday,750,image,evening,7177
8,Sunday,750,image,evening,78457
9,Monday,750,image,evening,111586
10,Tuesday,750,image,evening,17437
11,Wednesday,750,image,evening,80896
12,Thursday,750,image,evening,22320
13,Friday,750,image,evening,90625
14,Saturday,750,image,evening,11659
15,Sunday,750,image,evening,10732
16,Monday,750,image,evening,6511
17,Tuesday,750,image,evening,14404
18,Wednesday,750,image,evening,124767
19,Thursday,750,image,evening,202
20,Friday,750,image,evening,44370
21,Saturday,750,image,evening,14445
22,Sunday,750,image,evening,89856
23,Monday,750,image,evening,105322
24,Tuesday,750,image,evening,25492
25,Wednesday,750,image,evening,45621
26,Thursday,750,image,evening,21510
27,Friday,750,image,evening,132264
28,Saturday,750,image,evening,35068
29,Sunday,750,image,evening,16857
30,Monday,750,image,evening,33565
1,Sunday,750,image,evening,58203
2,Monday,750,image,evening,147622
3,Tuesday,750,image,evening,42876
4,Wednesday,750,image,evening,18643
5,Thursday,750,image,evening,43803
6,Friday,750,image,evening,114237
7,Saturday,750,image,evening,19773
8,Sunday,750,image,evening,24957
9,Monday,750,image,evening,10359
10,Tuesday,750,image,evening,3622
11,Wednesday,750,image,evening,8370
12,Thursday,750,image,evening,10345
13,Friday,750,image,evening,22873
14,Saturday,750,image,evening,28737
15,Sunday,750,image,evening,218205
16,Monday,750,image,evening,140647
